symbol,name,yahoo,stockanalysis,has_listing
STJT,Shahtaj Textile Limited,STJT.KA,STJT,1
STL,Supernet Technologies Limited,STL.KA,STL,1
STML,Shams Textile Mills Limited,STML.KA,STML,1
STPL,Siddiqsons Tin Plate Limited,STPL.KA,STPL,1
STYLERS,,STYLERS.KA,STYLERS,1
SUHJ,Suhail Jute Mills Limited,SUHJ.KA,SUHJ,1
SURC,Suraj Cotton Mills Limited,SURC.KA,SURC,1
SUTM,Sunrays Textile Mills Limited,SUTM.KA,SUTM,1
SYM,Symmetry Group Limited,SYM.KA,SYM,1
SYS,Systems Limited,SYS.KA,SYS,1
SZTM,Shahzad Textile Mills Limited,SZTM.KA,SZTM,1
TATM,Tata Textile Mills Limited,TATM.KA,TATM,1
TCORP,Tariq Corporation Limited,TCORP.KA,TCORP,1
TELE,Telecard Limited,TELE.KA,TELE,1
TGL,Tariq Glass Industries Limited,TGL.KA,TGL,1
THALL,Thal Limited,THALL.KA,THALL,1
THCCL,Thatta Cement Company Limited,THCCL.KA,THCCL,1
TICL,The Thal Industries Corporation Limited,TICL.KA,TICL,1
TOMCL,The Organic Meat Company Limited,TOMCL.KA,TOMCL,1
TOWL,Towellers Limited,TOWL.KA,TOWL,1
TPL,TPL Corp Limited,TPL.KA,TPL,1
TPLI,TPL Insurance Limited,TPLI.KA,TPLI,1
TPLL,TPL Life Insurance Limited,TPLL.KA,TPLL,1
TPLP,TPL Properties Limited,TPLP.KA,TPLP,1
TPLT,TPL Trakker Limited,TPLT.KA,TPLT,1
TREET,Treet Corporation Limited,TREET.KA,TREET,1
TRG,TRG Pakistan Limited,TRG.KA,TRG,1
TRIPF,Tri-Pack Films Limited,TRIPF.KA,TRIPF,1
TRSM,Trust Modaraba,TRSM.KA,TRSM,1
TSBL,Trust Securities & Brokerage Limited,TSBL.KA,TSBL,1
TSML,Tandlianwala Sugar Mills Limited,TSML.KA,TSML,1
TSPL,Tri-Star Power Limited,TSPL.KA,TSPL,1
UBDL,United Brands Limited,UBDL.KA,UBDL,1
UBL,United Bank Limited,UBL.KA,UBL,1
UCAPM,Unicap Modaraba,UCAPM.KA,UCAPM,1
UDLI,UDL International Limited,UDLI.KA,UDLI,1
UDPL,United Distributors Pakistan Limited,UDPL.KA,UDPL,1
UNIC,The United Insurance Company,UNIC.KA,UNIC,1
UNITY,Unity Foods Limited,UNITY.KA,UNITY,1
UPFL,Unilever Pakistan Foods Limited,UPFL.KA,UPFL,1
UVIC,The Universal Insurance Company Limited,UVIC.KA,UVIC,1
WAFI,Wafi Energy Pakistan Limited,WAFI.KA,WAFI,1
WAHDAT,Wahdat Poultry Farm Limited,WAHDAT.KA,WAHDAT,1
WAHN,Wah Noble Chemicals Limited,WAHN.KA,WAHN,1
WASL,Wasl Mobility Modaraba,WASL.KA,WASL,1
WAVES,Waves Corporation Limited,WAVES.KA,WAVES,1
WAVESAPP,Waves Home Appliances Limited,WAVESAPP.KA,WAVESAPP,1
WTL,Worldcall Telecom Limited,WTL.KA,WTL,1
YOUW,Yousaf Weaving Mills Limited,YOUW.KA,YOUW,1
ZAHID,Zahidjee Textile Mills Limited,ZAHID.KA,ZAHID,1
ZAL,Zarea Limited,ZAL.KA,ZAL,1
ZIL,ZIL Limited,ZIL.KA,ZIL,1
ZTL,Zephyr Textiles Limited,ZTL.KA,ZTL,1
ZUMA,Zuma Resources Limited,ZUMA.KA,ZUMA,1
