provider_symbol,symbol,sector,industry,source
KSR.NS,KSR,Consumer Cyclical,Footwear & Accessories,
KTKBANK.NS,KTKBANK,Financial Services,Banks—Regional,
KUANTUM.NS,KUANTUM,Basic Materials,Paper & Paper Products,
KWIL.NS,KWIL,Consumer Defensive,Packaged Foods,
LAGNAM.NS,LAGNAM,Consumer Cyclical,Textile Manufacturing,
LAL.NS,LAL,Consumer Cyclical,Apparel Manufacturing,
LALPATHLAB.NS,LALPATHLAB,Healthcare,Diagnostics & Research,
LAMBODHARA.NS,LAMBODHARA,Consumer Cyclical,Textile Manufacturing,
LANCORHOL.NS,LANCORHOL,Real Estate,Real Estate—Development,
LANDMARK.NS,LANDMARK,Consumer Cyclical,Auto & Truck Dealerships,
LANDSMILL.NS,LANDSMILL,Industrials,Conglomerates,
LAOPALA.NS,LAOPALA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LASA.NS,LASA,Healthcare,Drug Manufacturers—Specialty & Generic,
LATENTVIEW.NS,LATENTVIEW,Industrials,Consulting Services,
LATTEYS.NS,LATTEYS,Industrials,Specialty Industrial Machinery,
LAURUSLABS.NS,LAURUSLABS,Healthcare,Drug Manufacturers—Specialty & Generic,
LAXMICOT.NS,LAXMICOT,Consumer Cyclical,Textile Manufacturing,
LAXMIDENTL.NS,LAXMIDENTL,Healthcare,Medical Instruments & Supplies,
LAXMIINDIA.NS,LAXMIINDIA,Financial Services,Credit Services,
LCCINFOTEC.NS,LCCINFOTEC,Consumer Defensive,Education & Training Services,
LEMERITE.NS,LEMERITE,Consumer Cyclical,Textile Manufacturing,
LEMONTREE.NS,LEMONTREE,Consumer Cyclical,Lodging,
LENSKART.NS,LENSKART,Healthcare,Medical Instruments & Supplies,
LEXUS.NS,LEXUS,Industrials,Building Products & Equipment,
LFIC.NS,LFIC,Financial Services,Asset Management,
LGBBROSLTD.NS,LGBBROSLTD,Consumer Cyclical,Auto Parts,
LGEINDIA.NS,LGEINDIA,Technology,Consumer Electronics,
LGHL.NS,LGHL,Consumer Cyclical,Luxury Goods,
LIBAS.NS,LIBAS,Consumer Cyclical,Apparel Manufacturing,
LIBERTSHOE.NS,LIBERTSHOE,Consumer Cyclical,Footwear & Accessories,
LICHSGFIN.NS,LICHSGFIN,Financial Services,Mortgage Finance,
LICI.NS,LICI,Financial Services,Insurance—Life,
LIKHITHA.NS,LIKHITHA,Energy,Oil & Gas Equipment & Services,
LINC.NS,LINC,Industrials,Business Equipment & Supplies,
LINCOLN.NS,LINCOLN,Healthcare,Drug Manufacturers—Specialty & Generic,
LINDEINDIA.NS,LINDEINDIA,Basic Materials,Specialty Chemicals,
LLOYDSENGG.NS,LLOYDSENGG,Industrials,Specialty Industrial Machinery,
LLOYDSENT.NS,LLOYDSENT,Basic Materials,Steel,
LLOYDSME.NS,LLOYDSME,Basic Materials,Steel,
LMW.NS,LMW,Industrials,Specialty Industrial Machinery,
LODHA.NS,LODHA,Real Estate,Real Estate—Development,
LOKESHMACH.NS,LOKESHMACH,Industrials,Specialty Industrial Machinery,
LORDSCHLO.NS,LORDSCHLO,Basic Materials,Chemicals,
LOTUSDEV.NS,LOTUSDEV,Industrials,Engineering & Construction,
LOTUSEYE.NS,LOTUSEYE,Healthcare,Medical Care Facilities,
LOVABLE.NS,LOVABLE,Consumer Cyclical,Apparel Manufacturing,
LOYALTEX.NS,LOYALTEX,Consumer Cyclical,Textile Manufacturing,
LPDC.NS,LPDC,Real Estate,Real Estate Services,
LT.NS,LT,Industrials,,
LTF.NS,LTF,Financial Services,Credit Services,
LTFOODS.NS,LTFOODS,Consumer Defensive,Packaged Foods,
LTM.NS,LTM,Technology,Information Technology Services,
LTTS.NS,LTTS,Technology,Information Technology Services,
LUMAXIND.NS,LUMAXIND,Consumer Cyclical,Auto Parts,
LUMAXTECH.NS,LUMAXTECH,Consumer Cyclical,Auto Parts,
LUPIN.NS,LUPIN,Healthcare,Drug Manufacturers—Specialty & Generic,
LUXIND.NS,LUXIND,Consumer Cyclical,Apparel Manufacturing,
LXCHEM.NS,LXCHEM,Basic Materials,Specialty Chemicals,
LYKALABS.NS,LYKALABS,Healthcare,Biotechnology,
M&M.NS,M&M,Consumer Cyclical,,
M&MFIN.NS,M&MFIN,Financial Services,Credit Services,
MAANALU.NS,MAANALU,Basic Materials,Aluminum,
MACPOWER.NS,MACPOWER,Industrials,Specialty Industrial Machinery,
MADHAV.NS,MADHAV,Industrials,Building Products & Equipment,
MADHUCON.NS,MADHUCON,Industrials,Engineering & Construction,
MADRASFERT.NS,MADRASFERT,Basic Materials,Agricultural Inputs,
MAFATIND.NS,MAFATIND,Consumer Cyclical,Textile Manufacturing,
MAGADSUGAR.NS,MAGADSUGAR,Consumer Defensive,Confectioners,
MAGNUM.NS,MAGNUM,Basic Materials,Paper & Paper Products,
MAHABANK.NS,MAHABANK,Financial Services,Banks—Regional,
MAHAPEXLTD.NS,MAHAPEXLTD,Financial Services,Credit Services,
MAHASTEEL.NS,MAHASTEEL,Basic Materials,Steel,
MAHEPC.NS,MAHEPC,Industrials,Farm & Heavy Construction Machinery,
MAHESHWARI.NS,MAHESHWARI,Industrials,Integrated Freight & Logistics,
MAHLIFE.NS,MAHLIFE,Real Estate,Real Estate—Development,
MAHLOG.NS,MAHLOG,Industrials,Integrated Freight & Logistics,
MAHSCOOTER.NS,MAHSCOOTER,Financial Services,Asset Management,
MAHSEAMLES.NS,MAHSEAMLES,Basic Materials,Steel,
MAITHANALL.NS,MAITHANALL,Basic Materials,Steel,
MAJESAUT.NS,MAJESAUT,Real Estate,Real Estate Services,
MALLCOM.NS,MALLCOM,Industrials,Security & Protection Services,
MALUPAPER.NS,MALUPAPER,Basic Materials,Paper & Paper Products,
MAMATA.NS,MAMATA,Industrials,Specialty Industrial Machinery,
MANAKALUCO.NS,MANAKALUCO,Basic Materials,Aluminum,
MANAKCOAT.NS,MANAKCOAT,Industrials,Metal Fabrication,
MANAKSIA.NS,MANAKSIA,Industrials,Metal Fabrication,
MANAKSTEEL.NS,MANAKSTEEL,Basic Materials,Steel,
MANALIPETC.NS,MANALIPETC,Basic Materials,Specialty Chemicals,
MANAPPURAM.NS,MANAPPURAM,Financial Services,Credit Services,
MANBA.NS,MANBA,Financial Services,Credit Services,
MANCREDIT.NS,MANCREDIT,Financial Services,Credit Services,
MANGALAM.NS,MANGALAM,Healthcare,Drug Manufacturers—Specialty & Generic,
MANGLMCEM.NS,MANGLMCEM,Basic Materials,Building Materials,
MANINDS.NS,MANINDS,Basic Materials,Steel,
MANINFRA.NS,MANINFRA,Industrials,Engineering & Construction,
MANKIND.NS,MANKIND,Healthcare,Drug Manufacturers—Specialty & Generic,
MANOMAY.NS,MANOMAY,Consumer Cyclical,Textile Manufacturing,
MANORAMA.NS,MANORAMA,Consumer Defensive,Packaged Foods,
MANORG.NS,MANORG,Basic Materials,Specialty Chemicals,
MANUGRAPH.NS,MANUGRAPH,Industrials,Specialty Industrial Machinery,
MANYAVAR.NS,MANYAVAR,Consumer Cyclical,Apparel Manufacturing,
MAPMYINDIA.NS,MAPMYINDIA,Technology,Software—Infrastructure,
MARALOVER.NS,MARALOVER,Consumer Cyclical,Textile Manufacturing,
MARATHON.NS,MARATHON,Real Estate,Real Estate—Development,
MARICO.NS,MARICO,Consumer Defensive,Household & Personal Products,
MARINE.NS,MARINE,Industrials,Electrical Equipment & Parts,
MARKOLINES.NS,MARKOLINES,Industrials,Infrastructure Operations,
MARKSANS.NS,MARKSANS,Healthcare,Drug Manufacturers—General,
MARSONS.NS,MARSONS,Industrials,Electrical Equipment & Parts,
MARUTI.NS,MARUTI,Consumer Cyclical,,
MASFIN.NS,MASFIN,Financial Services,Credit Services,
MASKINVEST.NS,MASKINVEST,Financial Services,Capital Markets,
MASTEK.NS,MASTEK,Technology,Information Technology Services,
MASTERTR.NS,MASTERTR,Financial Services,Capital Markets,
MATRIMONY.NS,MATRIMONY,Communication Services,Internet Content & Information,
MAWANASUG.NS,MAWANASUG,Consumer Defensive,Confectioners,
MAXESTATES.NS,MAXESTATES,Real Estate,Real Estate—Development,
MAXHEALTH.NS,MAXHEALTH,Healthcare,Medical Care Facilities,
MAXIND.NS,MAXIND,Healthcare,Medical Care Facilities,
MAYURUNIQ.NS,MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,
MAZDA.NS,MAZDA,Industrials,Specialty Industrial Machinery,
MAZDOCK.NS,MAZDOCK,Industrials,Aerospace & Defense,
MBAPL.NS,MBAPL,Basic Materials,Agricultural Inputs,
MBEL.NS,MBEL,Industrials,Engineering & Construction,
MBLINFRA.NS,MBLINFRA,Industrials,Engineering & Construction,
MCL.NS,MCL,Basic Materials,Copper,
MCLEODRUSS.NS,MCLEODRUSS,Consumer Defensive,Packaged Foods,
MCLOUD.NS,MCLOUD,Technology,Information Technology Services,
MCX.NS,MCX,Financial Services,Financial Data & Stock Exchanges,
MEDANTA.NS,MEDANTA,Healthcare,Medical Care Facilities,
MEDIASSIST.NS,MEDIASSIST,Healthcare,Healthcare Plans,
MEDICAMEQ.NS,MEDICAMEQ,Healthcare,Drug Manufacturers—Specialty & Generic,
MEDICO.NS,MEDICO,Healthcare,Drug Manufacturers—Specialty & Generic,
MEDPLUS.NS,MEDPLUS,Healthcare,Pharmaceutical Retailers,
MEESHO.NS,MEESHO,Consumer Cyclical,Internet Retail,
MEGASTAR.NS,MEGASTAR,Consumer Defensive,Packaged Foods,
MEIL.NS,MEIL,Industrials,Electrical Equipment & Parts,
MENONBE.NS,MENONBE,Consumer Cyclical,Auto Parts,
MEP.NS,MEP,Industrials,Infrastructure Operations,
METROBRAND.NS,METROBRAND,Consumer Cyclical,Apparel Retail,
METROGLOBL.NS,METROGLOBL,Industrials,Conglomerates,
METROPOLIS.NS,METROPOLIS,Healthcare,Diagnostics & Research,
MFML.NS,MFML,Consumer Cyclical,Textile Manufacturing,
MFSL.NS,MFSL,Financial Services,Insurance—Life,
MGEL.NS,MGEL,Consumer Defensive,Farm Products,
MGL.NS,MGL,Utilities,Utilities—Regulated Gas,
MHLXMIRU.NS,MHLXMIRU,Consumer Cyclical,Textile Manufacturing,
MHRIL.NS,MHRIL,Consumer Cyclical,Resorts & Casinos,
MICEL.NS,MICEL,Technology,Electronic Components,
MIDHANI.NS,MIDHANI,Basic Materials,Steel,
MIDWESTLTD.NS,MIDWESTLTD,Basic Materials,Building Materials,
MINDACORP.NS,MINDACORP,Consumer Cyclical,Auto Parts,
MINDTECK.NS,MINDTECK,Technology,Information Technology Services,
MIRZAINT.NS,MIRZAINT,Consumer Cyclical,Footwear & Accessories,
MITCON.NS,MITCON,Industrials,Engineering & Construction,
MITTAL.NS,MITTAL,Consumer Cyclical,Textile Manufacturing,
MKPL.NS,MKPL,Consumer Defensive,Packaged Foods,
MMFL.NS,MMFL,Industrials,Metal Fabrication,
MMP.NS,MMP,Basic Materials,Aluminum,
MMTC.NS,MMTC,Industrials,Conglomerates,
MMWL.NS,MMWL,Communication Services,Entertainment,
MOBIKWIK.NS,MOBIKWIK,Technology,Software—Infrastructure,
MODINATUR.NS,MODINATUR,Consumer Defensive,Packaged Foods,
MODIRUBBER.NS,MODIRUBBER,Real Estate,Real Estate Services,
MODIS.NS,MODIS,Real Estate,Real Estate—Development,
MODISONLTD.NS,MODISONLTD,Industrials,Electrical Equipment & Parts,
MOHITIND.NS,MOHITIND,Consumer Cyclical,Textile Manufacturing,
MOIL.NS,MOIL,Basic Materials,Other Industrial Metals & Mining,
MOKSH.NS,MOKSH,Consumer Cyclical,Luxury Goods,
MOL.NS,MOL,Basic Materials,Agricultural Inputs,
MOLDTECH.NS,MOLDTECH,Industrials,Engineering & Construction,
MOLDTKPAC.NS,MOLDTKPAC,Consumer Cyclical,Packaging & Containers,
MONARCH.NS,MONARCH,Financial Services,Capital Markets,
MONEYBOXX.NS,MONEYBOXX,Financial Services,Credit Services,
MONTECARLO.NS,MONTECARLO,Consumer Cyclical,Apparel Manufacturing,
MORARJEE.NS,MORARJEE,Consumer Cyclical,Textile Manufacturing,
MOREPENLAB.NS,MOREPENLAB,Healthcare,Drug Manufacturers—Specialty & Generic,
MOSCHIP.NS,MOSCHIP,Technology,Semiconductor Equipment & Materials,
MOTHERSON.NS,MOTHERSON,Consumer Cyclical,Auto Parts,
MOTILALOFS.NS,MOTILALOFS,Financial Services,Capital Markets,
MOTISONS.NS,MOTISONS,Consumer Cyclical,Luxury Goods,
MOTOGENFIN.NS,MOTOGENFIN,Real Estate,Real Estate Services,
MPHASIS.NS,MPHASIS,Technology,Information Technology Services,
MPSLTD.NS,MPSLTD,Communication Services,Publishing,
MRF.NS,MRF,Consumer Cyclical,Auto Parts,
MRPL.NS,MRPL,Energy,Oil & Gas Refining & Marketing,
MSPL.NS,MSPL,Basic Materials,Steel,
MSTCLTD.NS,MSTCLTD,Industrials,Conglomerates,
MSUMI.NS,MSUMI,Consumer Cyclical,Auto Parts,
MTARTECH.NS,MTARTECH,Industrials,Specialty Industrial Machinery,
MTEDUCARE.NS,MTEDUCARE,Consumer Defensive,Education & Training Services,
MTNL.NS,MTNL,Communication Services,Telecom Services,
MUFIN.NS,MUFIN,Financial Services,Credit Services,
MUFTI.NS,MUFTI,Consumer Cyclical,Apparel Retail,
MUKANDLTD.NS,MUKANDLTD,Basic Materials,Steel,
MUKKA.NS,MUKKA,Consumer Defensive,Packaged Foods,
MUKTAARTS.NS,MUKTAARTS,Communication Services,Entertainment,
MUNJALAU.NS,MUNJALAU,Consumer Cyclical,Auto Parts,
MUNJALSHOW.NS,MUNJALSHOW,Consumer Cyclical,Auto Parts,
MURUDCERA.NS,MURUDCERA,Industrials,Building Products & Equipment,
MUTHOOTCAP.NS,MUTHOOTCAP,Financial Services,Credit Services,
MUTHOOTFIN.NS,MUTHOOTFIN,Financial Services,Credit Services,
MUTHOOTMF.NS,MUTHOOTMF,Financial Services,Credit Services,
MVGJL.NS,MVGJL,Consumer Cyclical,Luxury Goods,
MWL.NS,MWL,Basic Materials,Steel,
NACLIND.NS,NACLIND,Basic Materials,Agricultural Inputs,
NAGAFERT.NS,NAGAFERT,Basic Materials,Agricultural Inputs,
NAGREEKCAP.NS,NAGREEKCAP,Financial Services,Asset Management,
NAGREEKEXP.NS,NAGREEKEXP,Consumer Cyclical,Textile Manufacturing,
NAHARCAP.NS,NAHARCAP,Financial Services,Capital Markets,
NAHARINDUS.NS,NAHARINDUS,Consumer Cyclical,Textile Manufacturing,
NAHARPOLY.NS,NAHARPOLY,Consumer Cyclical,Packaging & Containers,
NAHARSPING.NS,NAHARSPING,Consumer Cyclical,Textile Manufacturing,
NARMADA.NS,NARMADA,Basic Materials,Agricultural Inputs,
NATCAPSUQ.NS,NATCAPSUQ,Healthcare,Drug Manufacturers—Specialty & Generic,
NATCOPHARM.NS,NATCOPHARM,Healthcare,Drug Manufacturers—Specialty & Generic,
NATHBIOGEN.NS,NATHBIOGEN,Basic Materials,Agricultural Inputs,
NATIONALUM.NS,NATIONALUM,Basic Materials,Aluminum,
NAUKRI.NS,NAUKRI,Communication Services,Internet Content & Information,
NAVA.NS,NAVA,Industrials,Conglomerates,
NAVINFLUOR.NS,NAVINFLUOR,Basic Materials,Chemicals,
NAVKARCORP.NS,NAVKARCORP,Industrials,Integrated Freight & Logistics,
NAVKARURB.NS,NAVKARURB,Basic Materials,Building Materials,
NAVNETEDUL.NS,NAVNETEDUL,Communication Services,Publishing,
NAZARA.NS,NAZARA,Communication Services,Electronic Gaming & Multimedia,
NBCC.NS,NBCC,Industrials,Engineering & Construction,
NBIFIN.NS,NBIFIN,Financial Services,Capital Markets,
NCC.NS,NCC,Industrials,Engineering & Construction,
NCLIND.NS,NCLIND,Basic Materials,Building Materials,
NDL.NS,NDL,Consumer Cyclical,Textile Manufacturing,
NDLVENTURE.NS,NDLVENTURE,Communication Services,Entertainment,
NDRAUTO.NS,NDRAUTO,Consumer Cyclical,Auto Parts,
NDTV.NS,NDTV,Communication Services,Broadcasting,
NECCLTD.NS,NECCLTD,Industrials,Trucking,
NECLIFE.NS,NECLIFE,Healthcare,Drug Manufacturers—Specialty & Generic,
NELCAST.NS,NELCAST,Industrials,Metal Fabrication,
NELCO.NS,NELCO,Technology,Communication Equipment,
NEOGEN.NS,NEOGEN,Basic Materials,Specialty Chemicals,
NEPHROPLUS.NS,NEPHROPLUS,Healthcare,Medical Care Facilities,
NESCO.NS,NESCO,Industrials,Conglomerates,
NESTLEIND.NS,NESTLEIND,Consumer Defensive,,
NETWEB.NS,NETWEB,Technology,Computer Hardware,
NETWORK18.NS,NETWORK18,Communication Services,Entertainment,
NEUEON.NS,NEUEON,Basic Materials,Steel,
NEULANDLAB.NS,NEULANDLAB,Healthcare,Drug Manufacturers—Specialty & Generic,
NEWGEN.NS,NEWGEN,Technology,Software—Infrastructure,
NEXTMEDIA.NS,NEXTMEDIA,Communication Services,Broadcasting,
NFL.NS,NFL,Basic Materials,Agricultural Inputs,
NGIL.NS,NGIL,Consumer Defensive,Packaged Foods,
NGLFINE.NS,NGLFINE,Healthcare,Drug Manufacturers—General,
NH.NS,NH,Healthcare,Medical Care Facilities,
NHPC.NS,NHPC,Utilities,Utilities—Renewable,
NIACL.NS,NIACL,Financial Services,Insurance—Diversified,
NIBE.NS,NIBE,Industrials,Conglomerates,
NIBL.NS,NIBL,Industrials,Tools & Accessories,
NIITLTD.NS,NIITLTD,Consumer Defensive,Education & Training Services,
NIITMTS.NS,NIITMTS,Consumer Defensive,Education & Training Services,
NILAINFRA.NS,NILAINFRA,Real Estate,Real Estate—Development,
NILASPACES.NS,NILASPACES,Real Estate,Real Estate—Development,
NILKAMAL.NS,NILKAMAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
NIMBSPROJ.NS,NIMBSPROJ,Real Estate,Real Estate—Development,
NINSYS.NS,NINSYS,Technology,Information Technology Services,
NIPPOBATRY.NS,NIPPOBATRY,Industrials,Electrical Equipment & Parts,
NIRAJ.NS,NIRAJ,Industrials,Engineering & Construction,
NIRLON.NS,NIRLON,Real Estate,Real Estate Services,
NITCO.NS,NITCO,Industrials,Building Products & Equipment,
NITINSPIN.NS,NITINSPIN,Consumer Cyclical,Textile Manufacturing,
NITIRAJ.NS,NITIRAJ,Technology,Scientific & Technical Instruments,
NITTAGELA.NS,NITTAGELA,Basic Materials,Specialty Chemicals,
NIVABUPA.NS,NIVABUPA,Financial Services,Insurance—Life,
NKIND.NS,NKIND,Consumer Defensive,Household & Personal Products,
NLCINDIA.NS,NLCINDIA,Utilities,Utilities—Regulated Electric,
NMDC.NS,NMDC,Basic Materials,Steel,
NOCIL.NS,NOCIL,Basic Materials,Specialty Chemicals,
NOIDATOLL.NS,NOIDATOLL,Industrials,Infrastructure Operations,
NORBTEAEXP.NS,NORBTEAEXP,Consumer Defensive,Farm Products,
NORTHARC.NS,NORTHARC,Financial Services,Credit Services,
NOVAAGRI.NS,NOVAAGRI,Basic Materials,Agricultural Inputs,
NOVARTIND.NS,NOVARTIND,Healthcare,Drug Manufacturers—Specialty & Generic,
NPST.NS,NPST,Technology,Software—Application,
NRAIL.NS,NRAIL,Basic Materials,Paper & Paper Products,
NRBBEARING.NS,NRBBEARING,Consumer Cyclical,Auto Parts,
NRL.NS,NRL,Industrials,Waste Management,
NSIL.NS,NSIL,Financial Services,Asset Management,
NSLNISP.NS,NSLNISP,Basic Materials,Steel,
NTPC.NS,NTPC,Utilities,,
NTPCGREEN.NS,NTPCGREEN,Utilities,Utilities—Renewable,
NUCLEUS.NS,NUCLEUS,Technology,Software—Application,
NURECA.NS,NURECA,Healthcare,Medical Devices,
NUVAMA.NS,NUVAMA,Financial Services,Asset Management,
NUVOCO.NS,NUVOCO,Basic Materials,Building Materials,
NYKAA.NS,NYKAA,Consumer Cyclical,Internet Retail,
OAL.NS,OAL,Basic Materials,Specialty Chemicals,
OBCL.NS,OBCL,Industrials,Trucking,
OBEROIRLTY.NS,OBEROIRLTY,Real Estate,Real Estate—Development,
ODIGMA.NS,ODIGMA,Communication Services,Advertising Agencies,
OFSS.NS,OFSS,Technology,Software—Infrastructure,
OIL.NS,OIL,Energy,Oil & Gas Integrated,
OILCOUNTUB.NS,OILCOUNTUB,Energy,Oil & Gas Equipment & Services,
OLAELEC.NS,OLAELEC,Consumer Cyclical,Auto Manufacturers,
OLECTRA.NS,OLECTRA,Industrials,Farm & Heavy Construction Machinery,
OMAXAUTO.NS,OMAXAUTO,Consumer Cyclical,Auto Parts,
OMAXE.NS,OMAXE,Real Estate,Real Estate—Development,
OMFREIGHT.NS,OMFREIGHT,Industrials,Integrated Freight & Logistics,
OMINFRAL.NS,OMINFRAL,Industrials,Engineering & Construction,
OMNI.NS,OMNI,Industrials,Specialty Industrial Machinery,
OMPOWER.NS,OMPOWER,Industrials,Engineering & Construction,
ONELIFECAP.NS,ONELIFECAP,Financial Services,Capital Markets,
ONEPOINT.NS,ONEPOINT,Industrials,Specialty Business Services,
ONESOURCE.NS,ONESOURCE,Healthcare,Biotechnology,
ONGC.NS,ONGC,Energy,,
ONIDA.NS,ONIDA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ONMOBILE.NS,ONMOBILE,Communication Services,Telecom Services,
ONWARDTEC.NS,ONWARDTEC,Technology,Information Technology Services,
OPTIEMUS.NS,OPTIEMUS,Technology,Electronics & Computer Distribution,
ORBTEXP.NS,ORBTEXP,Consumer Cyclical,Textile Manufacturing,
ORCHASP.NS,ORCHASP,Technology,Software—Application,
ORCHPHARMA.NS,ORCHPHARMA,Healthcare,Drug Manufacturers—Specialty & Generic,
ORICONENT.NS,ORICONENT,Consumer Cyclical,Packaging & Containers,
ORIENTALTL.NS,ORIENTALTL,Industrials,Building Products & Equipment,
ORIENTBELL.NS,ORIENTBELL,Industrials,Building Products & Equipment,
ORIENTCEM.NS,ORIENTCEM,Basic Materials,Building Materials,
ORIENTCER.NS,ORIENTCER,Basic Materials,Specialty Chemicals,
ORIENTELEC.NS,ORIENTELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ORIENTHOT.NS,ORIENTHOT,Consumer Cyclical,Lodging,
ORIENTLTD.NS,ORIENTLTD,Consumer Cyclical,Packaging & Containers,
ORIENTPPR.NS,ORIENTPPR,Basic Materials,Paper & Paper Products,
ORIENTTECH.NS,ORIENTTECH,Technology,Information Technology Services,
ORISSAMINE.NS,ORISSAMINE,Basic Materials,Steel,
ORKLAINDIA.NS,ORKLAINDIA,Consumer Defensive,Packaged Foods,
ORTINGLOBE.NS,ORTINGLOBE,Healthcare,Drug Manufacturers—Specialty & Generic,
OSIAHYPER.NS,OSIAHYPER,Consumer Cyclical,Department Stores,
OSWALAGRO.NS,OSWALAGRO,Real Estate,Real Estate—Development,
OSWALGREEN.NS,OSWALGREEN,Financial Services,Asset Management,
OSWALPUMPS.NS,OSWALPUMPS,Industrials,Electrical Equipment & Parts,
OSWALSEEDS.NS,OSWALSEEDS,Basic Materials,Agricultural Inputs,
PACEDIGITK.NS,PACEDIGITK,Technology,Communication Equipment,
PAGEIND.NS,PAGEIND,Consumer Cyclical,Apparel Manufacturing,
PAISALO.NS,PAISALO,Financial Services,Credit Services,
PAKKA.NS,PAKKA,Basic Materials,Paper & Paper Products,
PALASHSECU.NS,PALASHSECU,Consumer Defensive,Packaged Foods,
PALREDTEC.NS,PALREDTEC,Technology,Consumer Electronics,
PANACEABIO.NS,PANACEABIO,Healthcare,Biotechnology,
PANACHE.NS,PANACHE,Technology,Communication Equipment,
PANAMAPET.NS,PANAMAPET,Energy,Oil & Gas Refining & Marketing,
PANSARI.NS,PANSARI,Real Estate,Real Estate—Development,
PAR.NS,PAR,Healthcare,Drug Manufacturers—Specialty & Generic,
PARACABLES.NS,PARACABLES,Technology,Communication Equipment,
PARADEEP.NS,PARADEEP,Basic Materials,Agricultural Inputs,
PARAGMILK.NS,PARAGMILK,Consumer Defensive,Packaged Foods,
PARAS.NS,PARAS,Industrials,Aerospace & Defense,
PARASPETRO.NS,PARASPETRO,Consumer Cyclical,Textile Manufacturing,
PARKHOSPS.NS,PARKHOSPS,Healthcare,Medical Care Facilities,
PARKHOTELS.NS,PARKHOTELS,Consumer Cyclical,Lodging,
PARSVNATH.NS,PARSVNATH,Real Estate,Real Estate—Development,
PASHUPATI.NS,PASHUPATI,Consumer Cyclical,Textile Manufacturing,
PASUPTAC.NS,PASUPTAC,Consumer Cyclical,Textile Manufacturing,
PATANJALI.NS,PATANJALI,Consumer Defensive,Packaged Foods,
PATELENG.NS,PATELENG,Industrials,Engineering & Construction,
PATELRMART.NS,PATELRMART,Consumer Cyclical,Department Stores,
PATINTLOG.NS,PATINTLOG,Industrials,Integrated Freight & Logistics,
PAUSHAKLTD.NS,PAUSHAKLTD,Basic Materials,Specialty Chemicals,
PAVNAIND.NS,PAVNAIND,Consumer Cyclical,Auto Parts,
PAYTM.NS,PAYTM,Technology,Software—Infrastructure,
PCBL.NS,PCBL,Basic Materials,Specialty Chemicals,
PCJEWELLER.NS,PCJEWELLER,Consumer Cyclical,Luxury Goods,
PDMJEPAPER.NS,PDMJEPAPER,Basic Materials,Paper & Paper Products,
PDSL.NS,PDSL,Industrials,Specialty Business Services,
PEARLPOLY.NS,PEARLPOLY,Consumer Cyclical,Packaging & Containers,
PENIND.NS,PENIND,Industrials,Specialty Industrial Machinery,
PENINLAND.NS,PENINLAND,Real Estate,Real Estate—Development,
PERSISTENT.NS,PERSISTENT,Technology,Information Technology Services,
PETRONET.NS,PETRONET,Energy,Oil & Gas Refining & Marketing,
PFC.NS,PFC,Financial Services,Credit Services,
PFIZER.NS,PFIZER,Healthcare,Drug Manufacturers—General,
PFOCUS.NS,PFOCUS,Communication Services,Entertainment,
PFS.NS,PFS,Financial Services,Credit Services,
PGEL.NS,PGEL,Technology,Electronic Components,
PGHH.NS,PGHH,Consumer Defensive,Household & Personal Products,
PGHL.NS,PGHL,Healthcare,Drug Manufacturers—Specialty & Generic,
PGIL.NS,PGIL,Consumer Cyclical,Apparel Manufacturing,
PHOENIXLTD.NS,PHOENIXLTD,Real Estate,Real Estate—Diversified,
PICCADIL.NS,PICCADIL,Consumer Defensive,Beverages—Wineries & Distilleries,
PIDILITIND.NS,PIDILITIND,Basic Materials,,
PIGL.NS,PIGL,Industrials,Engineering & Construction,
PIIND.NS,PIIND,Basic Materials,Agricultural Inputs,
PILANIINVS.NS,PILANIINVS,Financial Services,Asset Management,
PILITA.NS,PILITA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
PINELABS.NS,PINELABS,Technology,Software—Infrastructure,
PIONEEREMB.NS,PIONEEREMB,Consumer Cyclical,Textile Manufacturing,
PIRAMALFIN.NS,PIRAMALFIN,Financial Services,Credit Services,
PITTIENG.NS,PITTIENG,Industrials,Metal Fabrication,
PIXTRANS.NS,PIXTRANS,Industrials,Specialty Industrial Machinery,
PKTEA.NS,PKTEA,Consumer Defensive,Farm Products,
PLASTIBLEN.NS,PLASTIBLEN,Basic Materials,Specialty Chemicals,
PLATIND.NS,PLATIND,Basic Materials,Specialty Chemicals,
PLAZACABLE.NS,PLAZACABLE,Industrials,Electrical Equipment & Parts,
PNB.NS,PNB,Financial Services,Banks—Regional,
PNBGILTS.NS,PNBGILTS,Financial Services,Capital Markets,
PNBHOUSING.NS,PNBHOUSING,Financial Services,Mortgage Finance,
PNC.NS,PNC,Communication Services,Entertainment,
PNCINFRA.NS,PNCINFRA,Industrials,Engineering & Construction,
PNGJL.NS,PNGJL,Consumer Cyclical,Luxury Goods,
PNGSREVA.NS,PNGSREVA,Consumer Cyclical,Luxury Goods,
POCL.NS,POCL,Basic Materials,Specialty Chemicals,
PODDARMENT.NS,PODDARMENT,Basic Materials,Specialty Chemicals,
